timestamp_monotonic_ms,timestamp_device_ms,source,rssi,rtt_ms,mac_address,ssid,csi_amp,csi_phase
5774343.06607,1769349177323.0842,mock_gen,-60,-1,00:11:22:33:44:55,,[],[]
5774393.276001,1769349177373.2988,mock_gen,-60,-1,00:11:22:33:44:55,,[],[]
5774443.441852001,1769349177423.4678,mock_gen,-60,-1,00:11:22:33:44:55,,[],[]
5774493.663257,1769349177473.6846,mock_gen,-62,-1,00:11:22:33:44:55,,[],[]
5774543.887153,1769349177523.9028,mock_gen,-60,-1,00:11:22:33:44:55,,[],[]
5774594.108035,1769349177574.1292,mock_gen,-58,-1,00:11:22:33:44:55,,[],[]
5774644.26039,1769349177624.2798,mock_gen,-54,-1,00:11:22:33:44:55,,[],[]
5774694.3765980005,1769349177674.3977,mock_gen,-59,-1,00:11:22:33:44:55,,[],[]
5774744.619578,1769349177724.6345,mock_gen,-53,-1,00:11:22:33:44:55,,[],[]
5774794.883349,1769349177774.9026,mock_gen,-49,-1,00:11:22:33:44:55,,[],[]
5774845.147330999,1769349177825.165,mock_gen,-52,-1,00:11:22:33:44:55,,[],[]
5774895.438233,1769349177875.4531,mock_gen,-58,-1,00:11:22:33:44:55,,[],[]
5774945.748775,1769349177925.7651,mock_gen,-50,-1,00:11:22:33:44:55,,[],[]
5774995.972977,1769349177975.9912,mock_gen,-52,-1,00:11:22:33:44:55,,[],[]
5775046.212317999,1769349178026.2327,mock_gen,-49,-1,00:11:22:33:44:55,,[],[]
5775096.48363,1769349178076.5,mock_gen,-46,-1,00:11:22:33:44:55,,[],[]
5775146.714807,1769349178126.7295,mock_gen,-50,-1,00:11:22:33:44:55,,[],[]
5775196.999550001,1769349178177.0134,mock_gen,-54,-1,00:11:22:33:44:55,,[],[]
5775247.297302,1769349178227.3184,mock_gen,-47,-1,00:11:22:33:44:55,,[],[]
5775297.569959,1769349178277.5852,mock_gen,-48,-1,00:11:22:33:44:55,,[],[]
