frame_index,pose_visible,keypoints_flat,center_x,center_y
0,False,[],-1.0,-1.0
1,False,[],-1.0,-1.0
2,False,[],-1.0,-1.0
3,False,[],-1.0,-1.0
4,False,[],-1.0,-1.0
5,False,[],-1.0,-1.0
6,False,[],-1.0,-1.0
7,False,[],-1.0,-1.0
8,False,[],-1.0,-1.0
9,False,[],-1.0,-1.0
10,False,[],-1.0,-1.0
11,False,[],-1.0,-1.0
12,False,[],-1.0,-1.0
13,False,[],-1.0,-1.0
14,False,[],-1.0,-1.0
15,True,"[0.35019707679748535, 0.11745619773864746, -0.31303179264068604, 0.9998494386672974, 0.36363598704338074, 0.07102453708648682, -0.31648918986320496, 0.9998229146003723, 0.37555599212646484, 0.06529861688613892, -0.3169182240962982, 0.9997770190238953, 0.38848763704299927, 0.060389697551727295, -0.3169141709804535, 0.9998363256454468, 0.3447636663913727, 0.08256065845489502, -0.2719530761241913, 0.9998363256454468, 0.3406750559806824, 0.08507663756608963, -0.2724950611591339, 0.9998205304145813, 0.3370089530944824, 0.08686082810163498, -0.2728537321090698, 0.9998619556427002, 0.42150697112083435, 0.06915736198425293, -0.28511902689933777, 0.999890923500061, 0.3558729588985443, 0.09219258278608322, -0.08241192251443863, 0.9996987581253052, 0.3822055459022522, 0.1459246277809143, -0.29440152645111084, 0.9997586607933044, 0.3588508367538452, 0.15417462587356567, -0.23938676714897156, 0.9994140863418579, 0.4889191687107086, 0.23630094528198242, -0.3662935793399811, 0.9999504089355469, 0.3996237516403198, 0.2802368998527527, 0.11289743334054947, 0.9996259212493896, 0.5334078669548035, 0.5226722955703735, -0.45704951882362366, 0.8354716300964355, 0.43620190024375916, 0.5164748430252075, 0.13401837646961212, 0.01894344948232174, 0.4372927248477936, 0.7532653212547302, -0.479221910238266, 0.6441991329193115, 0.3650010824203491, 0.6485998630523682, -0.016611503437161446, 0.11735901236534119, 0.42315107583999634, 0.8132138848304749, -0.5244712233543396, 0.6063929200172424, 0.33747848868370056, 0.6739030480384827, -0.03882831335067749, 0.18455316126346588, 0.3982452154159546, 0.7946927547454834, -0.5273429751396179, 0.6227868795394897, 0.32142704725265503, 0.6800483465194702, -0.08410137891769409, 0.19120222330093384, 0.404702752828598, 0.7762199640274048, -0.47656622529029846, 0.5532987713813782, 0.3415755033493042, 0.6590589880943298, -0.04202469065785408, 0.18676124513149261, 0.5165809988975525, 0.6511296033859253, -0.16352513432502747, 0.9997217059135437, 0.43918341398239136, 0.648979902267456, 0.16310016810894012, 0.9997027516365051, 0.3394457995891571, 0.8805278539657593, -0.23230597376823425, 0.477879136800766, 0.2735293507575989, 0.7711786031723022, 0.23194308578968048, 0.11205843091011047, 0.41515183448791504, 0.9694992303848267, 0.12525010108947754, 0.0367119126021862, 0.36450308561325073, 0.873954176902771, 0.37714457511901855, 0.011428311467170715, 0.45577579736709595, 0.9838793277740479, 0.16618719696998596, 0.055066779255867004, 0.3949383497238159, 0.8928357362747192, 0.39580824971199036, 0.02661840431392193, 0.34098830819129944, 1.0128331184387207, 0.19461236894130707, 0.04102815315127373, 0.3275987505912781, 0.9175348281860352, 0.42399388551712036, 0.013474112376570702]",0.4778822064399719,0.6500547528266907
