frame_index,pose_visible,keypoints_flat,center_x,center_y
0,True,"[0.5564337968826294, 0.5526672005653381, -0.6395895481109619, 0.9996896982192993, 0.5752686262130737, 0.5011098980903625, -0.6204281449317932, 0.9983536005020142, 0.5878063440322876, 0.49919384717941284, -0.6209378242492676, 0.999029278755188, 0.5964764952659607, 0.49792754650115967, -0.6210065484046936, 0.9985262155532837, 0.5365288257598877, 0.5013949871063232, -0.6228858232498169, 0.999153733253479, 0.5250306129455566, 0.4997905492782593, -0.6231825351715088, 0.999563992023468, 0.5150272846221924, 0.498177170753479, -0.6235314607620239, 0.9992491602897644, 0.6047235727310181, 0.49810218811035156, -0.4444475769996643, 0.999833345413208, 0.49728089570999146, 0.502788245677948, -0.45110052824020386, 0.999661922454834, 0.5782535076141357, 0.5831705331802368, -0.5634867548942566, 0.9997804760932922, 0.534001886844635, 0.5836067199707031, -0.5684928894042969, 0.9997431635856628, 0.6685507297515869, 0.6815382242202759, -0.3047124743461609, 0.9999717473983765, 0.39753055572509766, 0.6788448095321655, -0.2933390140533447, 0.999690055847168, 0.7846615314483643, 0.9161984324455261, -0.4970269799232483, 0.9922309517860413, 0.26897186040878296, 0.9717137813568115, -0.4940667748451233, 0.6428828239440918, 0.6939736604690552, 0.8090594410896301, -0.8405145406723022, 0.9952210783958435, 0.41449952125549316, 0.8401488065719604, -0.7855581641197205, 0.9921581745147705, 0.6643409132957458, 0.7414871454238892, -0.9051902890205383, 0.9962314963340759, 0.4465485215187073, 0.7582002282142639, -0.8603556752204895, 0.9952505826950073, 0.6551425457000732, 0.6950741410255432, -0.8754204511642456, 0.9966592788696289, 0.4545355439186096, 0.7212911248207092, -0.8167742490768433, 0.9951584935188293, 0.6444081664085388, 0.7497256994247437, -0.8299582600593567, 0.9940277338027954, 0.46219515800476074, 0.7317835688591003, -0.7753631472587585, 0.9940534234046936, 0.5951342582702637, 1.0246695280075073, 0.01392272301018238, 0.3742274045944214, 0.44444313645362854, 1.0297929048538208, -0.01424320973455906, 0.2793956995010376, 0.5913676619529724, 1.3917479515075684, 0.05086503177881241, 0.01117737777531147, 0.43558186292648315, 1.367880940437317, 0.00802332442253828, 0.011884599924087524, 0.5923036336898804, 1.6565728187561035, 0.3963867127895355, 0.0038739165756851435, 0.4316672384738922, 1.6257951259613037, 0.4107545018196106, 0.008585866540670395, 0.5987931489944458, 1.705626368522644, 0.4249817728996277, 0.006297766231000423, 0.42645254731178284, 1.6729202270507812, 0.4495621621608734, 0.011441555805504322, 0.5509151816368103, 1.7386822700500488, 0.2891019284725189, 0.005183524917811155, 0.45014625787734985, 1.7143691778182983, 0.3335338234901428, 0.004999089054763317]",0.5197886973619461,1.027231216430664
1,True,"[0.5618913173675537, 0.5498151779174805, -0.7571322917938232, 0.9996984601020813, 0.5776892900466919, 0.49972039461135864, -0.7326757907867432, 0.9984449744224548, 0.5900088548660278, 0.4981430172920227, -0.7332122921943665, 0.9990766644477844, 0.5991158485412598, 0.4968391954898834, -0.7332848906517029, 0.9986107349395752, 0.5393417477607727, 0.4988231956958771, -0.7419363260269165, 0.9991925954818726, 0.527273416519165, 0.4969240128993988, -0.742347240447998, 0.9995812773704529, 0.5169736742973328, 0.49471548199653625, -0.7426460385322571, 0.9992839694023132, 0.604627251625061, 0.4979953169822693, -0.5080867409706116, 0.9998387098312378, 0.497575044631958, 0.49924883246421814, -0.5497864484786987, 0.9996671676635742, 0.5789324045181274, 0.5824508666992188, -0.6607239246368408, 0.9997863173484802, 0.5348713994026184, 0.5818158388137817, -0.6761681437492371, 0.9997512102127075, 0.6654290556907654, 0.6759175062179565, -0.3465755581855774, 0.9999728202819824, 0.3972151577472687, 0.6794342398643494, -0.34964311122894287, 0.9997069239616394, 0.7750793695449829, 0.900294840335846, -0.5512236952781677, 0.9908729791641235, 0.2537515163421631, 0.9633933901786804, -0.5740576982498169, 0.640253484249115, 0.691925048828125, 0.8122686743736267, -0.9610880613327026, 0.9949508905410767, 0.41672515869140625, 0.8489254117012024, -0.9541670680046082, 0.9906018972396851, 0.6619446873664856, 0.7707020044326782, -1.048893690109253, 0.9960310459136963, 0.44981688261032104, 0.7941837906837463, -1.0498536825180054, 0.9942899942398071, 0.6488136649131775, 0.7267898321151733, -1.0298190116882324, 0.996531069278717, 0.45536988973617554, 0.7521646618843079, -1.0166709423065186, 0.9943704605102539, 0.6422047019004822, 0.7565420866012573, -0.9577468037605286, 0.9938802719116211, 0.46207332611083984, 0.7638824582099915, -0.950036883354187, 0.9931398034095764, 0.5961059927940369, 1.0669444799423218, 0.018347058445215225, 0.3589744567871094, 0.43345603346824646, 1.0681384801864624, -0.018654096871614456, 0.2680186629295349, 0.6036592125892639, 1.4217854738235474, 0.12270723283290863, 0.01021096482872963, 0.4354616701602936, 1.408098578453064, -0.09947170317173004, 0.011116399429738522, 0.5942021608352661, 1.689482569694519, 0.5176773071289062, 0.0036993776448071003, 0.429351270198822, 1.6916605234146118, 0.34213200211524963, 0.008171463385224342, 0.5994444489479065, 1.7373700141906738, 0.5479274988174438, 0.006128307431936264, 0.4223783612251282, 1.7425411939620972, 0.38255172967910767, 0.01092098280787468, 0.5594015121459961, 1.784651517868042, 0.36258241534233093, 0.004943959880620241, 0.45209550857543945, 1.785133719444275, 0.20066873729228973, 0.004786298610270023]",0.5147810131311417,1.067541480064392
2,True,"[0.5662785172462463, 0.5472455620765686, -0.7527505159378052, 0.9996992349624634, 0.5789631605148315, 0.49842509627342224, -0.7280179858207703, 0.9985097646713257, 0.590696394443512, 0.4969651401042938, -0.7285208106040955, 0.9991039037704468, 0.599732518196106, 0.4954228401184082, -0.7285913825035095, 0.9986748099327087, 0.5417788028717041, 0.49727627635002136, -0.7413085699081421, 0.9992157816886902, 0.5291550755500793, 0.49514421820640564, -0.7417322397232056, 0.9995866417884827, 0.5187652707099915, 0.49279287457466125, -0.7420066595077515, 0.9993044137954712, 0.603298544883728, 0.4972621500492096, -0.5034394264221191, 0.9998393058776855, 0.49827128648757935, 0.4974987208843231, -0.5632310509681702, 0.9996592998504639, 0.5804312229156494, 0.580074667930603, -0.6560351848602295, 0.999789834022522, 0.5384544134140015, 0.5794702172279358, -0.676990807056427, 0.9997564554214478, 0.6639339923858643, 0.6681361794471741, -0.3461099863052368, 0.9999732375144958, 0.39499324560165405, 0.6795178651809692, -0.36025890707969666, 0.9997168183326721, 0.7564850449562073, 0.8975098729133606, -0.5711111426353455, 0.9903150200843811, 0.25006812810897827, 0.9477806687355042, -0.5733669400215149, 0.6468285918235779, 0.6700854897499084, 0.8030818700790405, -1.0132372379302979, 0.994901180267334, 0.41454973816871643, 0.8664215803146362, -0.931291401386261, 0.9873632788658142, 0.6463527679443359, 0.7684708833694458, -1.1055933237075806, 0.9958815574645996, 0.45216161012649536, 0.82960444688797, -1.0214016437530518, 0.9917685389518738, 0.6328307390213013, 0.7217683792114258, -1.0828979015350342, 0.996423065662384, 0.45562076568603516, 0.7893301248550415, -0.9912012815475464, 0.9922237992286682, 0.6316739320755005, 0.741392195224762, -1.0089489221572876, 0.9937302470207214, 0.4590457081794739, 0.7945753931999207, -0.9270538091659546, 0.990558385848999, 0.5990281701087952, 1.0592312812805176, 0.026204083114862442, 0.3493907153606415, 0.42927899956703186, 1.072404146194458, -0.026502391323447227, 0.2607702910900116, 0.6111241579055786, 1.4279301166534424, 0.11393221467733383, 0.009496057406067848, 0.4368288516998291, 1.4190599918365479, -0.1922576129436493, 0.010903643444180489, 0.6010045409202576, 1.6952732801437378, 0.49978432059288025, 0.0036024798173457384, 0.42983874678611755, 1.7069575786590576, 0.23194877803325653, 0.007962084375321865, 0.6055411696434021, 1.7426902055740356, 0.529086709022522, 0.006022709887474775, 0.42245450615882874, 1.7565922737121582, 0.270591676235199, 0.010530342347919941, 0.5692046880722046, 1.7878246307373047, 0.347764790058136, 0.004797161091119051, 0.4581458568572998, 1.8011386394500732, 0.08581353724002838, 0.004711661953479052]",0.5141535848379135,1.0658177137374878
3,True,"[0.5662962794303894, 0.5471417307853699, -0.7923552989959717, 0.9997280836105347, 0.5789360404014587, 0.49944940209388733, -0.7622436285018921, 0.9986547231674194, 0.5906691551208496, 0.4978022873401642, -0.7628637552261353, 0.999190628528595, 0.5996964573860168, 0.4959777295589447, -0.7629624605178833, 0.9988040328025818, 0.542361855506897, 0.4978208839893341, -0.7740533351898193, 0.9992910027503967, 0.5295141935348511, 0.4956846833229065, -0.774567723274231, 0.9996256232261658, 0.5191716551780701, 0.4934341013431549, -0.7749602794647217, 0.9993699193000793, 0.6024640798568726, 0.49771395325660706, -0.5118416547775269, 0.9998543858528137, 0.498161643743515, 0.49770212173461914, -0.5640571117401123, 0.9996879696846008, 0.5804919004440308, 0.5804112553596497, -0.6854928731918335, 0.9998080134391785, 0.538530170917511, 0.5795137882232666, -0.7041687369346619, 0.9997767806053162, 0.6637551784515381, 0.6631552577018738, -0.33884212374687195, 0.9999744296073914, 0.3946011960506439, 0.6784571409225464, -0.3772805333137512, 0.9997039437294006, 0.7325413823127747, 0.8171605467796326, -0.3072289526462555, 0.9901975989341736, 0.2529926300048828, 0.9040667414665222, -0.5641559362411499, 0.6621428728103638, 0.7321100831031799, 0.8574265837669373, -0.5241212844848633, 0.9946065545082092, 0.389922559261322, 0.908410906791687, -0.9193536043167114, 0.9692046642303467, 0.7514721751213074, 0.9045543670654297, -0.5889021754264832, 0.9954529404640198, 0.40668612718582153, 0.9229217171669006, -1.0130188465118408, 0.9765718579292297, 0.7283115983009338, 0.8911780714988708, -0.6269504427909851, 0.9961701035499573, 0.4348495900630951, 0.8804455399513245, -1.0170522928237915, 0.9799416661262512, 0.7097764015197754, 0.8780643939971924, -0.5417574048042297, 0.9935785531997681, 0.43676668405532837, 0.8774129748344421, -0.9295636415481567, 0.9773712754249573, 0.5958644151687622, 1.064017415046692, 0.03146874159574509, 0.36880072951316833, 0.4254164695739746, 1.0713814496994019, -0.031739264726638794, 0.26991379261016846, 0.6089593172073364, 1.4239786863327026, 0.0439399853348732, 0.010558214969933033, 0.4346494674682617, 1.4119620323181152, -0.198502317070961, 0.014771058224141598, 0.598699688911438, 1.7042405605316162, 0.3312177062034607, 0.00442313589155674, 0.42754465341567993, 1.7076565027236938, 0.21342229843139648, 0.008764566853642464, 0.6014959812164307, 1.7521480321884155, 0.34646642208099365, 0.006678554229438305, 0.4214388430118561, 1.7550166845321655, 0.24987228214740753, 0.01101435162127018, 0.5677191019058228, 1.7994071245193481, 0.12348312139511108, 0.005480487830936909, 0.4578786790370941, 1.8096812963485718, 0.06386265158653259, 0.005233190022408962]",0.5106404423713684,1.0676994323730469
4,True,"[0.569307267665863, 0.5480229258537292, -0.8994771838188171, 0.9997550845146179, 0.5808625221252441, 0.5017322897911072, -0.8743528127670288, 0.9987886548042297, 0.5923585295677185, 0.49952614307403564, -0.8750585317611694, 0.999271035194397, 0.60184246301651, 0.49727562069892883, -0.8751792907714844, 0.998923122882843, 0.5463864803314209, 0.49983903765678406, -0.8890474438667297, 0.9993614554405212, 0.5321546792984009, 0.49799710512161255, -0.8896533250808716, 0.9996626377105713, 0.5203743577003479, 0.4963844418525696, -0.8900572657585144, 0.9994323253631592, 0.6028954982757568, 0.49864548444747925, -0.6290720701217651, 0.9998686909675598, 0.4978267252445221, 0.49916237592697144, -0.6969984769821167, 0.9997178316116333, 0.5839613676071167, 0.5833103656768799, -0.7934537529945374, 0.9998260140419006, 0.5404666662216187, 0.5833486318588257, -0.8167867660522461, 0.9997974634170532, 0.6633874773979187, 0.6567924618721008, -0.42943406105041504, 0.9999744296073914, 0.39414724707603455, 0.6775773167610168, -0.5064113736152649, 0.9996786117553711, 0.7239096760749817, 0.8031391501426697, -0.2065700739622116, 0.9888668656349182, 0.26256412267684937, 0.8742586970329285, -0.684227705001831, 0.6712548732757568, 0.7587836980819702, 0.9260126948356628, -0.10669486224651337, 0.989456832408905, 0.32080981135368347, 0.9907168745994568, -0.9941146969795227, 0.9085981249809265, 0.7916041016578674, 0.9809979200363159, -0.11601303517818451, 0.9870633482933044, 0.30542129278182983, 1.0269309282302856, -1.0795139074325562, 0.9132487773895264, 0.7718715667724609, 0.9926380515098572, -0.18026697635650635, 0.9902749061584473, 0.336584210395813, 1.0176478624343872, -1.1048500537872314, 0.9240081906318665, 0.749443531036377, 0.9735547304153442, -0.1281391978263855, 0.9879084229469299, 0.35210785269737244, 1.0085541009902954, -1.0158864259719849, 0.922075092792511, 0.592875063419342, 1.0548561811447144, 0.03596235439181328, 0.39968445897102356, 0.42583975195884705, 1.0499895811080933, -0.0362996906042099, 0.29360759258270264, 0.6074753999710083, 1.4356062412261963, 0.09190350025892258, 0.011179601773619652, 0.4444970190525055, 1.4109586477279663, 0.02041240781545639, 0.014164814725518227, 0.6019707918167114, 1.7289650440216064, 0.36334654688835144, 0.0042355479672551155, 0.43723028898239136, 1.7193108797073364, 0.4822458326816559, 0.008123542182147503, 0.6027456521987915, 1.7745791673660278, 0.3812076151371002, 0.006277219858020544, 0.4305366575717926, 1.7634669542312622, 0.5211502313613892, 0.010107457637786865, 0.5819434523582458, 1.8244805335998535, 0.19479653239250183, 0.005256854463368654, 0.47567033767700195, 1.8240827322006226, 0.3635113835334778, 0.0048866574652493]",0.5093574076890945,1.0524228811264038
5,True,"[0.5790675282478333, 0.5520027279853821, -0.7569499611854553, 0.9997768998146057, 0.5881214141845703, 0.5058684945106506, -0.7381004691123962, 0.9989029765129089, 0.5982941389083862, 0.5037385821342468, -0.7387999296188354, 0.9993365406990051, 0.6062676310539246, 0.501571536064148, -0.7388802766799927, 0.9990257024765015, 0.5571960210800171, 0.5043700933456421, -0.7758597135543823, 0.9994207620620728, 0.5437192320823669, 0.5032683610916138, -0.7770390510559082, 0.9996912479400635, 0.5293813943862915, 0.5028876066207886, -0.7774495482444763, 0.9994842410087585, 0.6036070585250854, 0.5019911527633667, -0.5256604552268982, 0.9998785257339478, 0.49924248456954956, 0.5028870105743408, -0.6065578460693359, 0.9997345805168152, 0.5929669141769409, 0.5851244330406189, -0.6594107747077942, 0.9998353123664856, 0.5514492392539978, 0.5912370681762695, -0.7118346691131592, 0.9998087286949158, 0.663395345211029, 0.6572883725166321, -0.357994019985199, 0.9999710917472839, 0.3934047818183899, 0.6774927377700806, -0.4264522194862366, 0.9996355175971985, 0.7244321703910828, 0.8090450763702393, -0.10238394886255264, 0.9744868874549866, 0.2763751149177551, 0.8640045523643494, -0.48057055473327637, 0.6736025810241699, 0.7662913799285889, 0.9574066996574402, -0.0027843809220939875, 0.9400081634521484, 0.31171858310699463, 1.0172184705734253, -0.5856239795684814, 0.827473521232605, 0.7972489595413208, 1.027137041091919, -0.003671778365969658, 0.9245995283126831, 0.31569093465805054, 1.095183253288269, -0.6319238543510437, 0.8288407325744629, 0.7769289612770081, 1.0413870811462402, -0.06063905358314514, 0.9358723759651184, 0.3368832468986511, 1.0887495279312134, -0.6674772500991821, 0.8412734866142273, 0.7554305195808411, 1.0073152780532837, -0.021230172365903854, 0.935186505317688, 0.34758684039115906, 1.0421491861343384, -0.6054086089134216, 0.8395580053329468, 0.5929316282272339, 1.0690281391143799, 0.0389825738966465, 0.38819941878318787, 0.4261411130428314, 1.049006700515747, -0.039416685700416565, 0.2859840989112854, 0.6170085668563843, 1.4502711296081543, 0.16885951161384583, 0.010303931310772896, 0.453684002161026, 1.4280019998550415, 0.06034579128026962, 0.013034668751060963, 0.6030322313308716, 1.7468857765197754, 0.45182937383651733, 0.00385659234598279, 0.44131630659103394, 1.7564949989318848, 0.4805681109428406, 0.007413861341774464, 0.6029497385025024, 1.7916182279586792, 0.4698456823825836, 0.005710367579013109, 0.43394550681114197, 1.8030940294265747, 0.5168594717979431, 0.009169265627861023, 0.5787774324417114, 1.8332754373550415, 0.30886584520339966, 0.004789641592651606, 0.48017367720603943, 1.8538309335708618, 0.3698069453239441, 0.004482968710362911]",0.5095363706350327,1.0590174198150635
6,True,"[0.5996955037117004, 0.5630444288253784, -0.7479553818702698, 0.9997770190238953, 0.6011086106300354, 0.5160312056541443, -0.728791356086731, 0.9989583492279053, 0.6080893278121948, 0.5134512782096863, -0.7294463515281677, 0.9993463158607483, 0.6145061254501343, 0.5105711817741394, -0.7295283079147339, 0.9990851283073425, 0.574737548828125, 0.517155647277832, -0.7550402879714966, 0.9994456768035889, 0.5616855025291443, 0.5162619352340698, -0.7558170557022095, 0.9996880888938904, 0.5476115942001343, 0.5156962871551514, -0.7562168836593628, 0.9995073676109314, 0.6038450002670288, 0.5108683109283447, -0.5340172052383423, 0.9998682737350464, 0.5129117965698242, 0.5132741332054138, -0.643220841884613, 0.9996986985206604, 0.6049902439117432, 0.5948288440704346, -0.6546715497970581, 0.9998058080673218, 0.5754063725471497, 0.6039761304855347, -0.6938526630401611, 0.9997840523719788, 0.6633285880088806, 0.6582342386245728, -0.3664640188217163, 0.9999440312385559, 0.3931969106197357, 0.6796209812164307, -0.4689393937587738, 0.9994218349456787, 0.7236342430114746, 0.8147031664848328, -0.10130150616168976, 0.9558311700820923, 0.2853029668331146, 0.8580335378646851, -0.4414825439453125, 0.6806608438491821, 0.7640580534934998, 0.9633815884590149, 0.0338318757712841, 0.875434935092926, 0.30396154522895813, 1.0463265180587769, -0.4637362062931061, 0.751169741153717, 0.791128933429718, 1.0282496213912964, 0.04274217039346695, 0.851172924041748, 0.3044487237930298, 1.1226822137832642, -0.49752312898635864, 0.7500019073486328, 0.7739942669868469, 1.0383259057998657, -0.019858116284012794, 0.8672088384628296, 0.3173113167285919, 1.1231207847595215, -0.5404351949691772, 0.7629186511039734, 0.7543643712997437, 1.007928729057312, 0.014051070436835289, 0.8685001730918884, 0.32970163226127625, 1.1009076833724976, -0.48420223593711853, 0.7613846063613892, 0.5895413160324097, 1.0670377016067505, 0.04224724322557449, 0.39054960012435913, 0.42678776383399963, 1.046633243560791, -0.0426182821393013, 0.2957814633846283, 0.6182681322097778, 1.4433841705322266, 0.25683146715164185, 0.009996185079216957, 0.45237547159194946, 1.4241803884506226, 0.055963627994060516, 0.012982637621462345, 0.6026545166969299, 1.7347309589385986, 0.6293798089027405, 0.0035486172419041395, 0.44062599539756775, 1.752068281173706, 0.44319432973861694, 0.0070327939465641975, 0.6029143929481506, 1.7788584232330322, 0.6568264365196228, 0.0052331918850541115, 0.4334685206413269, 1.7980202436447144, 0.4769178032875061, 0.00842367298901081, 0.5763654112815857, 1.8204948902130127, 0.5003207921981812, 0.004416263662278652, 0.4768863618373871, 1.8452222347259521, 0.33975496888160706, 0.004309783224016428]",0.5081645399332047,1.0568354725837708
7,True,"[0.6086028814315796, 0.5742703080177307, -0.7458373308181763, 0.9997859001159668, 0.6120700836181641, 0.5259677767753601, -0.72802734375, 0.9990310072898865, 0.6183689832687378, 0.5240364670753479, -0.7286540269851685, 0.9993781447410583, 0.6244935393333435, 0.5216629505157471, -0.7286977767944336, 0.9991500377655029, 0.5873208045959473, 0.5265600681304932, -0.75251305103302, 0.999483048915863, 0.5742000341415405, 0.5253462791442871, -0.7531902194023132, 0.9997022747993469, 0.5603679418563843, 0.5244417786598206, -0.7535579800605774, 0.9995415806770325, 0.6070014238357544, 0.5205490589141846, -0.5290372371673584, 0.9998641610145569, 0.520894467830658, 0.5212321877479553, -0.6359021663665771, 0.9996992945671082, 0.6093040704727173, 0.6078246831893921, -0.6532993316650391, 0.9997850656509399, 0.5846425294876099, 0.6142637133598328, -0.6897861361503601, 0.9997738599777222, 0.6635568141937256, 0.6597302556037903, -0.3682495951652527, 0.9998923540115356, 0.39407068490982056, 0.6795337200164795, -0.4679531455039978, 0.9992424845695496, 0.721542477607727, 0.82606041431427, -0.23832574486732483, 0.9308064579963684, 0.2958739995956421, 0.8544102907180786, -0.46826067566871643, 0.6896045804023743, 0.7532690763473511, 1.0064023733139038, -0.32080933451652527, 0.8012869954109192, 0.3043290078639984, 1.028574824333191, -0.5499309301376343, 0.6861850023269653, 0.7712723016738892, 1.0968983173370361, -0.3516533374786377, 0.7768211960792542, 0.3030230402946472, 1.102406620979309, -0.5993077754974365, 0.6822366118431091, 0.7614102959632874, 1.0910565853118896, -0.3839685320854187, 0.7949955463409424, 0.31123849749565125, 1.1026523113250732, -0.6422283053398132, 0.6967892050743103, 0.7447009682655334, 1.0757806301116943, -0.33493784070014954, 0.7974020838737488, 0.3262667953968048, 1.0849125385284424, -0.57233726978302, 0.6949789524078369, 0.5855780839920044, 1.0693411827087402, 0.04155853018164635, 0.39946451783180237, 0.4279625415802002, 1.037745714187622, -0.041924115270376205, 0.31708860397338867, 0.6170045137405396, 1.439577579498291, 0.24478833377361298, 0.010776694864034653, 0.45182251930236816, 1.4224187135696411, 0.07273885607719421, 0.014252685010433197, 0.5991450548171997, 1.7269725799560547, 0.6150234341621399, 0.0034043677151203156, 0.44039806723594666, 1.7481563091278076, 0.445119708776474, 0.007054474204778671, 0.5981713533401489, 1.7730286121368408, 0.6411656141281128, 0.004938179161399603, 0.43312200903892517, 1.7939730882644653, 0.4747507572174072, 0.007892080582678318, 0.5702180862426758, 1.8141205310821533, 0.4691844582557678, 0.004262400325387716, 0.4766775071620941, 1.840237021446228, 0.33276933431625366, 0.0044141653925180435]",0.5067703127861023,1.0535434484481812
8,True,"[0.6280891299247742, 0.5857754945755005, -0.7137070894241333, 0.9997886419296265, 0.6369799375534058, 0.5384676456451416, -0.6984955668449402, 0.9990822672843933, 0.6437339782714844, 0.5360336899757385, -0.699109673500061, 0.9993953108787537, 0.6493329405784607, 0.533708930015564, -0.6991347074508667, 0.9991995096206665, 0.609555184841156, 0.5412877202033997, -0.7347694635391235, 0.999507486820221, 0.5970467925071716, 0.5406663417816162, -0.7355098128318787, 0.9997071623802185, 0.584852933883667, 0.5402904152870178, -0.7358608245849609, 0.9995654821395874, 0.6252337694168091, 0.5295171141624451, -0.5082470774650574, 0.9998563528060913, 0.5410981774330139, 0.5333532691001892, -0.6262120008468628, 0.9996906518936157, 0.6274932622909546, 0.6200494766235352, -0.6233597993850708, 0.9997612237930298, 0.6032310128211975, 0.6234577298164368, -0.6745633482933044, 0.9997573494911194, 0.6705650687217712, 0.6635412573814392, -0.3663106858730316, 0.9998505115509033, 0.39625757932662964, 0.684661865234375, -0.4588978886604309, 0.9990220665931702, 0.7167419791221619, 0.8449177145957947, -0.24585632979869843, 0.9121792316436768, 0.31596633791923523, 0.8562585711479187, -0.4238247275352478, 0.7051820755004883, 0.747633159160614, 1.0886943340301514, -0.3402443528175354, 0.7389337420463562, 0.3215230703353882, 1.028427004814148, -0.4342176020145416, 0.6338415145874023, 0.7648237943649292, 1.1430118083953857, -0.37369075417518616, 0.7124146223068237, 0.3229435384273529, 1.106661319732666, -0.4717579782009125, 0.6244403123855591, 0.7564641833305359, 1.1424046754837036, -0.42721834778785706, 0.733299195766449, 0.3296350836753845, 1.1097718477249146, -0.5231163501739502, 0.6418288946151733, 0.7398160696029663, 1.1257673501968384, -0.36368173360824585, 0.7362561225891113, 0.34392106533050537, 1.0920437574386597, -0.4577293395996094, 0.6393539905548096, 0.5877177715301514, 1.0769215822219849, 0.040569283068180084, 0.39375191926956177, 0.4395918846130371, 1.0378634929656982, -0.04093462601304054, 0.3190596103668213, 0.621647834777832, 1.4424530267715454, 0.19712883234024048, 0.011822774074971676, 0.46384888887405396, 1.434674859046936, 0.05949530750513077, 0.014990297146141529, 0.6126684546470642, 1.7427878379821777, 0.46615466475486755, 0.0033095506951212883, 0.4591499865055084, 1.7602125406265259, 0.4581407904624939, 0.006746886298060417, 0.6128619909286499, 1.7890872955322266, 0.4793863892555237, 0.00467422092333436, 0.45485472679138184, 1.804883360862732, 0.4899871349334717, 0.007296094670891762, 0.5884637236595154, 1.8192678689956665, 0.28631043434143066, 0.004165634512901306, 0.494480699300766, 1.847855806350708, 0.32236331701278687, 0.004286968614906073]",0.5136548280715942,1.0573925375938416
9,True,"[0.6330183744430542, 0.5993646383285522, -0.7374386787414551, 0.9998044371604919, 0.6437746286392212, 0.5507914423942566, -0.7218894362449646, 0.9991636872291565, 0.651705801486969, 0.5482015609741211, -0.7225393652915955, 0.9994451403617859, 0.6581602096557617, 0.5456531643867493, -0.7225483655929565, 0.9992709159851074, 0.6134490370750427, 0.5518103241920471, -0.7529457211494446, 0.9995503425598145, 0.6004916429519653, 0.5503953099250793, -0.7536547780036926, 0.999730110168457, 0.5883738398551941, 0.5494866967201233, -0.7540356516838074, 0.9996029734611511, 0.6384159922599792, 0.5391218066215515, -0.5195847749710083, 0.9998658895492554, 0.546563982963562, 0.5404595136642456, -0.6414332985877991, 0.9997108578681946, 0.6345162987709045, 0.6317735910415649, -0.6408122181892395, 0.9997614026069641, 0.6061416864395142, 0.6344005465507507, -0.6873606443405151, 0.9997598528862, 0.6820077300071716, 0.6683153510093689, -0.3618413209915161, 0.9998151063919067, 0.3994538486003876, 0.6902276277542114, -0.4476262032985687, 0.998785138130188, 0.7133783102035522, 0.8450414538383484, -0.13765963912010193, 0.8927236199378967, 0.32135850191116333, 0.8517488837242126, -0.3111206293106079, 0.7088355422019958, 0.7457804679870605, 1.0200244188308716, -0.04997944086790085, 0.6836574077606201, 0.3296978175640106, 1.0260212421417236, -0.19854703545570374, 0.5782918334007263, 0.7603716254234314, 1.0707241296768188, -0.048962440341711044, 0.6543657779693604, 0.33293411135673523, 1.1035758256912231, -0.2095833271741867, 0.5672277808189392, 0.7480920553207397, 1.0730245113372803, -0.10581501573324203, 0.6773536205291748, 0.3386096954345703, 1.1053779125213623, -0.258198082447052, 0.5851171612739563, 0.7352227568626404, 1.0779595375061035, -0.06911849975585938, 0.6819077134132385, 0.3524715304374695, 1.0867388248443604, -0.21734459698200226, 0.5831901431083679, 0.5955172181129456, 1.085236668586731, 0.03985454887151718, 0.3828326463699341, 0.4421609044075012, 1.0778907537460327, -0.04020707309246063, 0.3135889172554016, 0.6240858435630798, 1.4541999101638794, 0.215597003698349, 0.012295874767005444, 0.4624866843223572, 1.4397685527801514, 0.10986411571502686, 0.015073065645992756, 0.6130513548851013, 1.7600558996200562, 0.5321730375289917, 0.003126055235043168, 0.4551706314086914, 1.7594228982925415, 0.5267940163612366, 0.006348231341689825, 0.613297700881958, 1.8065983057022095, 0.5536802411079407, 0.004382892977446318, 0.45063963532447815, 1.8039958477020264, 0.5612740516662598, 0.006717075128108263, 0.5881978273391724, 1.838425874710083, 0.3881441652774811, 0.003940924070775509, 0.48874011635780334, 1.8472557067871094, 0.39887163043022156, 0.004066198132932186]",0.5188390612602234,1.0815637111663818
